snapshot_utc,coin,offer_value,average_buy,average_sell,average,median_buy,median_sell
2026-02-24T15:08:17.193142+00:00,CUP,560.067682,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,572.222222,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,590.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,589.887640,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,577.088717,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,600.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,586.206897,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,600.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,575.010959,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,560.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,579.954955,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,580.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,574.666667,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,580.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,590.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,580.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,575.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,580.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,575.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,575.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,600.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,585.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,580.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,579.004329,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,600.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,575.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,585.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,579.011592,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,590.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,599.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,590.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,560.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,579.990333,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,580.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,580.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,575.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,580.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,580.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,580.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,570.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,585.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,579.954955,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,579.954955,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,584.905660,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,579.954955,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,590.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,579.954955,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,579.954955,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,557.727273,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,570.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,590.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,600.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,585.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,574.988021,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,600.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,570.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,583.916084,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,590.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,575.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,569.995440,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,580.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,585.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,569.995440,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,588.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,585.534591,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,585.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,582.075472,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,582.075472,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,576.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,581.983965,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,587.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,585.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,585.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,575.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,580.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,584.615385,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,584.915341,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,600.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,570.895522,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,600.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,585.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,600.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,587.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,587.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,600.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,489.934701,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,585.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,587.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,490.277713,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,590.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,587.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,590.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,584.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,585.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,600.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,575.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,585.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,580.204778,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,580.204778,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,600.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,588.235294,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,590.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,585.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,580.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,590.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,575.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,575.043128,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,574.988021,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,575.079872,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,575.079872,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,580.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,585.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,582.468329,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,575.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,583.333333,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,579.874929,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,570.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,588.235294,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,580.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,580.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,582.075472,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,579.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,570.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,581.395349,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,582.075472,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,582.075472,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,576.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,582.075472,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,578.034682,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,590.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,570.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,600.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,585.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,580.094787,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,580.075662,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,582.877960,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,584.834123,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,579.874929,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,580.143541,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,580.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,569.995440,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,580.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,600.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,568.181818,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,579.984837,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,588.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,585.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,574.932924,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,578.034682,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,580.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,580.143541,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,585.098039,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,580.133556,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,581.965667,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,580.078125,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,585.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,585.060268,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,580.133556,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,574.932924,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,580.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,585.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,577.777778,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,574.418605,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,588.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,585.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,575.620767,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,582.003302,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,585.365854,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,582.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,581.953469,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,581.965667,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,585.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,582.075472,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,570.000877,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,579.975580,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,580.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,575.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,579.746835,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,584.166667,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,575.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,578.034682,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,575.396825,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,575.168584,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,580.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,585.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,575.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,580.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,580.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,582.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,582.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,575.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,580.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,575.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,580.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,580.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,579.952644,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,580.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,578.932817,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,578.003746,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,583.000000,574.361351,578.845599,578.498282,575.000000,580.000000
2026-02-24T15:08:17.193142+00:00,CUP,570.000000,574.361351,578.845599,578.498282,575.000000,580.000000
